Id,Last
890,42645
892,1130082618132
896,0
897,71
898,267122
900,-1
901,5
902,-80613274388
903,143
904,217200
906,1807
907,-16120
908,46
913,7541795
914,2153
915,6704
916,14364
918,66
919,2333521433367183360
921,173184268942326912
922,750442
925,9973
927,1
928,4499311042365955244032
929,11491
936,198
940,23550975203
941,177498449607451992724603697750884784552891507447090910361663916101074944
942,6
943,1
944,1906400965570
946,162983520
947,126839318721
950,5827328077042899968
952,34309406
953,166771816996665696
955,4160749539
957,1
960,0
961,12
964,1
967,402
969,-12
974,633
985,1145800052781517975221960704
986,180
988,1
991,19844728
993,0
994,1064
998,283903844662926114816
1000,-256
1001,242
1002,960
1004,10
1005,232102241507321376
1006,2623
1009,1
1010,-1
1011,1429
1013,11
1014,15
1017,386
1018,187
1019,63245986
1020,135484257112006819840
1021,11330548232319664128
1024,1
1026,136
1027,2411675443849
1029,86150849807635729791622978782363648
1030,-259416507531
1031,4
1033,26
1034,408414291606
1035,176144164759436192
1039,12683518182
1040,12440630635406244
1041,129584556454865023270912
1044,5919984
1045,238
1046,-157604101990871675413987328
1047,21212
1048,477995710651482168047511273472
1049,78833130357
1051,246425309
1057,159
1059,11681055585171
1060,89901
1063,114
1067,7
1081,4
1084,0
1085,58
1087,1228236236122133717929951232
1088,351226130
1089,260408317270
1090,2333521433367183360
1092,50984
1093,512
1094,-3417835146418816000
1095,-179
1096,17222572535
1097,478
1099,340895724
1104,7658725
1106,382558
1108,866138
1111,289
1112,1
1118,11267
1119,773
1121,2189
1122,1009180433166263224368653381140480
1123,1
1130,2517149169535952986609694129136055877632
1132,1808
1133,52333
1134,66473
1135,1
1137,0
1140,2
1142,72020
1143,0
1145,1
1148,-5
1153,132063784535221862400000
1156,615
1158,12
1161,2075218782238857
1165,8
1167,8388569
1170,19948067446099092
1174,5292114874301
1175,120
1177,27314067026782976
1178,26
1180,4886
1184,73517156
1188,98390
1190,59359
1191,0
1193,4474069
1194,1
1196,308913308209090
1198,5051
1200,5734
1201,878420022140682240000
1202,56
1204,54
1205,375
1206,107631455060581472
1209,1150952440631860895154176
1213,3
1216,127709
1221,210338403560373387264
1225,44658211693913653248
1227,84889278690515
1228,5838535388555338405904384
1230,5841485
1233,46
1237,777666657567776610968575891315607493148672
1239,18
1240,503
1242,316322420114534400
1243,128143
1245,920639
1246,194
1247,36794598381
1248,0
1249,8526
1254,6
1255,226
1256,41802174277488973185024
1261,1
1264,188296417
1266,640594152
1267,10
1268,628429014868
1269,6804
1271,9
1273,0
1277,29674502569001
1281,14884
1284,4
1285,20
1286,17
1287,296548406288678
1293,0
1296,1
1297,1
1298,92422276780875111727104
1299,701
1304,31548269150673125376
1305,56415976360602033455104
1306,15696
1308,309
1311,28497092031222202236928
1312,497392056
1313,8388335775167120075128832
1314,2
1318,1637
1324,1
1326,101558
1330,522
1336,1547007980125782
1338,1
1341,4038233274369
1342,9
1344,-978316704435292894744610874739053984897153630208
1345,8113505
1346,22
1347,172
1348,2
1350,10
1351,211648094789114578075648
1353,19357125741005725696
1356,5
1357,27879651405809123968345596955197440000
1358,-1234164753925
1363,167636144501378066153472
1371,14603
1376,-323532666921
1378,4
1379,1335023989984174276608
1382,1
1384,113
1386,340
1387,1812007
1389,1800123506225069760251428864
1391,1536598936415971184084864991232
1392,1694577218886
1393,1
1396,1489
1399,3209
1400,1466807316235
1403,1
1404,5
1406,164
1407,30724414324788755955712
1408,0
1409,274
1412,1549
1413,14771
1415,12836760875867092992
1416,-13576460102465
1417,16754410594433544
1418,35749200
1421,5
1422,5927
1425,531693753779
1426,1
1427,329
1431,59
1433,6
1435,1
1437,749956
1438,227
1440,1510401602652003328
1442,7
1444,68
1447,108347
1448,1
1449,4
1451,36
1454,70724
1456,2423
1457,87118795125708288
1459,94967229202741699018752
1460,-10
1461,653192251196
1463,1232130
1467,525893003079214628864
1469,8172476467101
1476,1
1477,1211
1478,14010807677768874
1479,1879048192
1486,134
1487,7
1489,14708332687
1490,2508757194024499019776
1491,9
1497,6
1498,1
1499,520437222249941630976
1502,4437069832108033
1503,1471
1509,9
1510,104
1511,92726337809420252086272
1513,64
1515,11081
1523,882150138643
1524,1618597
1526,10
1527,1250
1528,3932521002835655917693120229896249875103744
1529,1
1531,3369633
1532,658475267122104429969408
1537,1
1539,2217
1540,2382598282012764160
1541,-31057776
1543,247
1544,3255024
1546,127948497020
1547,4444945756416
1550,1114584704457
1551,110
1555,23120
1559,183551248820
1561,12597
1563,5462
1564,9033
1565,0
1566,1
1567,171697
1572,677
1574,382532760867141126090173448192
1576,381
1577,37544699
1581,116428244900962206319835007156224
1584,1113
1586,0
1587,994389497413
1590,8174314
1594,23
1596,-30743
1598,10966713178192200
1599,151
1610,10111
1614,13060694019
1615,91589927618600170403226193595786592256
1616,161027573368536478928338944
1618,-10942761316806473809920
1619,27943
1621,8731
1622,202585437
1624,1548008754265
1627,319
1628,77402
1631,19
1632,2396930376564860
1633,7
1637,123
1638,1862259784246483176390656
1643,1
1645,496
1646,196539494124751116680894837750042198016
1647,1
1648,7
1650,216
1652,215305
1653,805
1654,1
1655,400
1657,402321982346171071101917877764096
1661,136
1662,1779
1663,101021010221111235633193806613972676875859010179517497420641958914686976
1668,0
1670,72
1672,4064231406647572451819520
1674,15453
1675,5
1677,147
1678,9
1680,98805767234884864
1681,71327958156
1684,8085
1685,1
1686,3582
1687,36
1688,1
1692,200
1696,360
1697,102346567619039331352576
1698,4
1699,278
1700,1
1701,8690
1702,0
1705,1
1707,140
1708,82
1709,1
1710,1092332
1713,627119972524250325099479040
1714,1640
1716,7
1717,1
1720,4
1721,185677530
1722,1
1723,755
1727,2732147057501646694161358250507263011057775660308103168
1729,1739
1730,1
1731,-1583550836675576613567824134144
1734,111010110111100111924756480
1737,22627
1740,702885
1741,0
1742,5419
1743,675713
1744,111373379
1747,1549
1749,99424705
1751,1
1753,34323
1755,1
1756,138
1757,24922141
1758,88574
1759,3063731695682346549248
1761,1359
1762,4
1765,91723466252807773838539095015424
1769,4838725
1770,4674964
1776,0
1777,117849324069921805450203183946112434176
1779,1806
1781,437825148963391483284295662909408790272586809344
1783,506
1784,233762283
1787,4624
1790,65
1791,82
1792,32370
1795,1
1796,954436548
1798,1176
1799,1
1800,81052
1804,6
1805,90
1806,1433
1808,1
1810,135135
1812,0
1815,42474
1818,5
1820,0
1821,225
1822,457
1824,131
1827,219
1828,2489743322073758957568
1829,4384128
1832,3
1833,9894704
1835,1
1839,10310700
1841,18944339609269568
1842,1
1844,93
1849,1117173669768
1850,26054492720915062784
1854,184636
1855,713886912
1856,1
1858,999999999999992960
1859,39937
1861,128
1862,5
1866,225280963779166348887135753338880
1867,2
1868,5778
1873,106
1874,12617475113620
1875,1
1876,91404223569871
1877,1081
1880,1295113
1882,953417
1883,10
1884,135252557264
1886,2505
1887,2
1888,774193378609078272
1891,5
1895,176991240190
1897,1
1901,3
1903,40805797508311
1904,1
1905,940914453958617600
1906,473586
1909,30931
1913,85057987503792663911402078994432
1918,1012
1920,116678918457
1921,132239
1923,617239958280560764559588065280
1925,0
1928,144
1933,38011151426301640
1934,8676278
1942,1643599787209468
1945,26715259724388
1947,0
1951,1
1953,0
1955,570
1956,1
1958,87
1959,0
1963,178579807
1965,819
1971,8008962525846
1974,131072
1975,615691547
1979,1
1982,837
1984,5750463
1985,5441
1986,20072230656725278720
1987,726
1990,7292
1992,382407477595
1995,2953223515747
1996,4067820339611210752
1998,6049367893509827198976
2001,632219635139426816
2002,230670518583675256832
2003,131
2004,62
2005,191678426318
2007,249873
2009,-1950234512939092071073972224
2010,1
2015,82842994466552
2016,6581993120973663593200939440719105878462173377088712792392859648
2018,0
2019,1494544
2026,2
2027,2147483774
2029,551042196782556708864
2031,721
2033,8132796906906251689984
2034,10
2038,125
2039,5
2041,143734030512459890688
2042,2763653941186
2045,5915
2049,88
2050,1
2051,3
2052,1
2053,586649945651116
2054,46086336396880540336128
2056,0
2058,1
2061,1
2062,525
2064,9
2068,1033
2069,770747494104
2071,174
2073,-2965397060644
2075,19271376361747905008757885422796800
2079,1
2082,2633
2084,5706273836787676
2085,-1642074778175370
2087,1388555166839354553270272
2088,0
2090,37965299
2091,1
2092,10
2094,12
2098,-2193642140168
2099,624
2100,45
2101,33502
2104,77
2106,167919620604132412441029940624620368429056
2107,65
2109,518301252791874
2110,1
2112,19
2114,8
2115,3
2118,4454924127043
2119,19881
2120,26345
2122,1
2125,2497
2126,139
2128,107773290713088000
2129,9572648
2130,138877606472351632
2134,56294995342133
2135,536875753
2140,2
2141,102
2142,17978094923
2145,235682549037000858533888
2147,395444141299200
2151,3
2152,6751295099589749921526986918963707904
2154,22633898
2156,129011538681261529452205817412452352
2158,2441
2159,37647520931727898836992
2166,1
2167,407
2170,56
2172,43690663546390088
2173,231260011308791232538345472
2175,1
2181,3063731695682346549248
2183,15336512293761130077471529764074291200
2185,131332912874496208
2186,7
2187,1297
2188,4993923
2189,75
2190,258802713817
2193,1
2194,735
2195,703996233808964285890560
2196,11839
2197,0
2200,1
2202,403
2205,1
2206,78161559030
2209,148
2210,294988452228
2212,5
2213,1
2216,1728
2218,2044702
2219,304039
2222,35937
2223,926969601325611
2226,727
2232,212
2236,266074849313
2238,1
2240,104857597567097994016194560
2243,3917
2245,703
2247,510031
2248,5632
2249,102
2253,211
2254,4718
2258,18256
2261,8
2262,2433
2263,1097
2264,290
2267,1906624
2273,97505
2274,55512
2275,0
2279,18121411400219012
2281,0
2282,11
2284,5
2285,549689343118061
2286,1
2287,54936210484330
2288,3448055881024876314624
2289,-162628981361953945020276932608
2291,204214
2294,183
2297,4019679
2299,60
2301,1
2302,5
2304,-2179001756287022349676445696
2307,36700662825931024
2308,1
2314,1
2315,68420
2317,70
2320,178217309431607360
2322,1541321114008
2326,2
2327,4605252488043899344568451072
2330,2743
2335,402
2338,86
2339,846984609
2342,400
2343,314475
2344,68751882
2346,14029
2347,1
2350,1
2351,2
2352,19012294067700002816
2353,3
2355,128761770
2359,1080
2363,679
2364,806
2365,38157725205044
2367,2
2371,243671
2372,97930011125976332763136
2373,130
2374,1699
2376,518
2377,1
2381,1
2382,4824
2383,1
2384,4387
2386,1
2389,246567192007241
2390,175
2391,726
2393,7253
2394,345948408
2400,7416983
2401,2
2402,15
2404,347537306
2405,1222221
2409,11195742340
2410,75
2415,711719711727711684657152
2416,0
2417,6776816058335339
2422,5
2426,118029501
2427,56
2428,46
2429,1
2430,143
2431,59169409296982805892920137824759359765015953408
2432,372
2433,2667562416
2434,47
2436,1364691803634913
2439,54413821892871260733440
2445,102334151
2448,758
2453,148409703907
2454,37575804568154352
2456,26
2458,5
2462,76
2465,3938
2466,-798
2468,1485
2469,5512581235211397120
2470,9
2471,69909222743265
2472,34
2473,6
2475,25469536542093520
2476,3490463
2477,304
2478,30
2480,84866135426820177920
2481,1401935442782
2482,20592338726584151204429824
2483,112
2484,2
2486,7121453984059540480
2487,7886255
2489,4
2491,5
2492,74738294332613072
2493,690
2496,26752
2499,818
2500,166536977408
2501,33
2502,7006302246093749248
2503,2041
2508,1594
2509,3
2511,1110000
2512,3
2513,5
2515,192
2516,1
2519,769
2522,2965826
2523,4940
2524,1424967232546833694720
2526,1347137238494316993945837569001796206183284393126798473851487699001430349008863232
2529,3858055874062762320022470656
2531,1857945600
2532,4
2537,1
2538,6
2539,3446451386
2541,16322989
2543,1
2544,738604854639
2545,1
2546,1
2548,205118220637830113041674413088547169005794900624497295016813389676544
2549,112
2550,1268274072276992
2554,7784628225
2558,204
2559,3
2560,2953
2561,8911
2563,206064
2564,5
2566,22797790370746280
2568,157463
2572,0
2573,76
2574,5
2575,117
2580,7759
2581,1500
2585,3828
2590,3682
2592,45430672644283920
2593,8755418386540376621056
2595,10258045174951990
2596,1
2598,265
2599,0
2602,1008001
2605,5179
2608,2414
2609,1842647974734245920768
2611,11330437552124766208
2612,8467200
2613,-2049173006
2617,20203489717239782503272929034240
2619,8781743
2620,120
2621,1701
2622,1385073464128572
2623,1327552138
2625,1
2626,763840470566428985754910720
2628,2620797529
2630,999999999999999849005056
2631,52300339828
2632,599085584371775365447680
2634,233993239330873951410137553642192896
2636,570
2641,517447610928780345344
2642,1
2643,1
2644,158235
2645,1168971346319460093919232
2646,3303301715510335
2647,1059359506545823763913337136337649664
2649,46951444927823
2650,6
2652,14440
2653,225275778
2654,1056388250136945520551745552384
2657,1
2658,1
2663,2755472
2664,3318
2665,49954191
2666,779057757378
2670,16451
2671,1
2672,7
2673,4244200091030763117044909607633948409191202816
2676,20826990101
2678,4
2679,182
2680,8662089991175424442368
2681,2
2684,0
2686,272
2687,378
2689,676709775729719168
2691,610942697973
2694,154360726917116704
2697,33
2698,5
2699,12543590317094399377408
2700,454
2704,304
2707,649140
2708,670921216059
2709,147
2711,105
2714,3
2715,1
2716,123
2721,222222
2722,1
2724,216853356602
2725,582498755
2727,32
2730,104255099738019659251712
2731,70186051079
2732,40181
2734,55385589
2736,2419748633848270336
2738,4434080431079420
2740,398
2742,-2
2743,75
2745,716125877516
2746,63426558436432192
2747,13
2750,1
2751,39649865273064440
2753,170
2755,277942945528
2756,21072953496
2757,29215988380553302016
2759,99992456
2760,251
2762,186927241320202720
2763,-107288956
2764,283171508977
2766,-57
2769,2454110815950536704000
2770,1
2773,5
2776,1
2777,261
2778,48
2779,176
2781,3712
2784,3704184
2786,4
2790,77759
2791,10108840
2793,489
2794,1
2795,9
2796,98522872387036675380871168
2799,5
2801,1122
2802,1
2803,0
2804,115974983600
2805,126314830357375271980727134693313478656
2806,10
2808,121296
2811,233
2812,13
2815,71327
2817,1
2818,1373
2819,417
2821,29
2825,2338997688136098
2827,281803924061635616
2828,1
2829,-101
2834,7079
2835,2
2838,4
2839,2817480755118
2840,16123795546340
2842,5067958740068059840512
2846,51827725770395500544
2847,283726776524341280
2849,2
2854,560
2859,71
2860,69
2861,57579317
2862,268
2864,2249
2865,0
2869,1
2873,3983046352034484736
2874,877521633675717
2878,16
2880,501523878171053440
2881,1
2882,23181398334398529536000
2883,4
2884,261
2885,6
2887,87960930222080
2889,5
2890,0
2891,149227974821384000
2894,2359145959299465693857054720
2897,505
2898,3134904
2899,403
2900,442175629583318
2901,3
2905,2061353
2910,38967500492977752506368
2912,343
2913,1
2915,2060806248358
2916,716602502197270656
2917,295970
2920,8687
2922,10181
2924,12
2925,878503
2926,28111581208
2927,16604406923323403927552
2929,8703
2932,286645337403406665383936
2935,849431811638311168
2941,9228486313963885158379335518349326024704
2943,1
2945,11321
2946,113
2947,244
2948,18148361218
2949,140
2953,1655472738874947840
2954,666029921128
2957,557
2958,1
2960,1
2961,103425593
2968,19
2971,1
2975,13
2976,0
2977,1
2978,5
2979,1
2982,40304433
2984,87960930222081
2985,65
2987,201583934425
2988,1
2990,1
2993,572242
2997,0
2999,10634666415
3001,1
3002,2899
3006,32
3007,1148727
3009,45
3012,24572626193973939116530356469903168372736
3013,1
3015,60
3017,9
3019,88699552381440000
3020,3024024143686004887965539026219797839872
3026,466
3030,2
3035,4358847698
3036,22
3038,15586
3039,343
3041,1150110
3044,3619673802389203189760
3045,726
3046,1076796294013277099758356267008
3050,193
3051,400001
3052,5914
3056,24
3058,100512926224723696
3059,631
3063,113938889088586483438325291405250842804032194478080
3065,1274413096031914
3066,1899
3067,5
3070,43837986172512584
3071,3456665491
3076,0
3077,93799052
3081,1129
3082,1
3085,3
3086,5
3087,0
3088,18
3091,174
3096,-92925
3097,47087794828160
3098,4646689776
3099,3623627971
3101,43353562677488608
3103,1
3104,354260892928405055471616
3109,9
3110,245821232262979991302901857196703744
3111,4144654003816138014720
3113,174
3115,4
3117,96162017163620320333449207128536975589507072000
3118,2888310863642352
3119,120
3120,1692506052341
3121,209317
3122,4549023256493645312
3130,1
3131,47277517938579094896640
3132,5
3133,692474798178283
3136,4
3139,586
3140,576
3144,96
3149,17971
3150,27
3153,5323
3154,2
3155,3431847189
3156,432
3157,2510
3159,2187020050
3163,2
3166,10
3167,26114323
3169,53576182138937425920
3171,33154114877520
3174,606800
3179,14298633670503
3180,2982752019194624
3181,10449715795107936934559744
3183,593053313028999
3184,1944810000
3187,131544
3188,842
3189,14146371307750
3193,941094
3197,5
3198,1229
3199,295080697103288827904
3200,23573550
3201,64321
3202,2
3206,1
3208,1367799
3209,1
3212,0
3213,968575477600097796096
3214,4
3215,2022
3220,355393490465494859776
3222,158
3223,0
3224,28304394023345412105136242688
3226,76487
3228,31676906407750008832
3229,14176
3231,772499089
3233,1270932914166
3234,0
3236,3566729383610954
3237,92
3238,1680
3239,295643364940
3241,52
3242,38
3245,245633564326789
3246,47
3247,167697531024902640793087377408
3249,387038978271084544
3250,11398895182897766
3251,0
3252,493827160
3254,3125193639
3257,1
3258,324
3261,16955
3264,1180
3265,150
3272,16
3274,1471961033
3276,2318
3280,44
3290,3
3293,1
3296,26
3297,1
3298,0
3299,2243645856500003237705005502690230272
3302,845142353
3303,151056371629601792
3304,2610298728645
3305,42
3306,786673
3307,1688
3308,2724694661680642654208
3309,4
3311,6344433646663343538176
3313,2305843009213693952
3314,9890278784047792118562816
3316,11
3319,11616026356360805351424
3323,58833957894412545856636530874609836228608
3324,24
3325,412540021347
3326,1
3328,22961
3330,3354674032769557841626267648
3334,20496
3335,111
3336,723573111879673
3342,256
3343,299
3344,604
3346,16
3347,80
3351,9059861
3353,846
3354,36097
3357,125
3359,22632701
3366,120364492602035
3369,0
3372,164634913
3376,76436817165460
3377,20747
3378,1
3381,3298545589
3383,1
3384,717722
3385,536854528
3387,1920
3388,0
3389,17410413141
3391,414
3393,99
3394,-1
3395,599087815175683615023843816226895223626517056869291523330502335246893056
3396,692
3400,4354759835262268
3403,420917252225947843019877122048
3405,1
3407,571
3408,173
3409,75787776947048400
3411,786
3416,1
3419,1487
3420,666666666
3421,2
3424,4
3426,166417820194039920590848
3429,186
3431,300
3432,43
3433,393
3434,5
3436,158107
3439,104
3442,17984495151670680
3445,420356556114308160731484628879147008
3446,531440
3447,3
3449,1
3452,435870703573948545630208
3460,63163848959
3463,2622121
3464,2201030157
3466,29655050
3467,945
3472,0
3474,20164
3475,0
3476,4288
3477,199652153451042944
3478,34173066616707049031828691222528
3480,28295070851
3481,7
3482,276481264786
3485,12851956
3486,-93
3487,1583926386391039868928
3488,4
3489,990370747
3491,4
3492,1
3494,533
3497,-29918535585967030764855642202178368644926434774533607123817918431441141094494596445817666878649750085842477240682910664080645685248
3498,19
3505,432
3507,331331731117
3508,-7
3509,3758096384
3513,3370
3514,2
3517,15396862288863720878945559742775296
3518,2771
3519,1683408
3521,65
3524,78614837323045140312527425252311957504
3525,6
3526,3
3527,24
3528,18367352082231
3529,1
3531,4
3535,1
3536,3
3538,6531893843049
3540,10631
3543,7
3545,269840171418387328
3546,3607704980
3549,2484
3550,8224670334323560284160
3551,284416
3553,332667331
3557,457
3558,80313433200
3561,9419999134
3562,17495
3564,915
3568,-5635147
3570,17
3571,1
3577,18432
3584,738013945186808091377664
3588,3
3591,1
3592,176
3593,3186249
3595,2749702479
3596,34363744709347
3600,0
3601,67
3602,183
3603,1848
3605,-1423755993209
3606,4983454435498876161610498441216
3608,101439025287805552
3609,611
3610,-253362559015327
3611,1280259
3614,109999999999998896
3615,169
3617,445
3618,242517996823702
3619,328256967394537046016
3621,74
3622,2040
3623,6
3624,3367000058824005
3626,953
3627,34462582
3630,505447021320956480
3631,16
3633,4
3636,101
3637,3401397735742641
3639,378
3641,483
3642,33253
3644,27
3646,2055664161561919
3651,-1
3654,4
3656,10779553536580
3658,11381924456713844736
3659,1722
3663,132
3664,4590584350
3665,57
3666,357500093556
3667,3320
3668,5
3670,76069501249
3671,1284
3674,5
3675,137
3677,6
3679,4156576270714484
3680,44
3681,1
3682,1549
3683,167512
3686,84241812690068717568
3688,10
3689,30957699553018
3690,-34874008165786608
3693,872634
3694,0
3695,3
3697,320
3698,21598422878151130184862990505355789603962880
3699,0
3701,1
3703,375299968947548
3704,182717549872
3705,144
3707,158
3708,1
3709,2389
3711,481
3712,1
3715,137
3716,111212111213111216
3718,2843316
3719,475219625
3721,2
3722,16
3727,1
3729,11806688232181653370306560
3734,471379022875701312
3735,1525578320627987120128
3736,4722516577573641650176
3739,5
3742,11
3745,22709
3746,5369
3747,789157427774115849756617690440531968
3748,126
3749,20261437908496732
3751,2240
3753,213732
3754,2
3755,-45819025752566536339456
3757,2147483648
3758,4
3759,4794438742249606
3760,1
3762,269304427130784975945728
3763,2
3764,38
3765,3028665187460774400
3767,4115
3771,5
3772,2837046652845555712
3774,16057
3779,45
3780,385265732525476
3782,10501
3783,94201
3784,62044840173323943936
3788,1
3789,61629875
3790,112
3791,3698
3792,-565618668774
3795,507505662367522088812544
3797,48995571600129458176
3798,1827
3803,5136
3806,67935
3813,6
3818,407
3821,22833
3824,19498144172915770069797061001216
3825,24
3829,110000
3831,1
3832,121380831803624620032
3833,22
3834,709
3835,86489687959744
3836,13514655207362825153413120
3837,28892
3845,8
3846,1833947441
3847,3618364
3848,214478731818384579875900614294234258735104
3849,96630849
3853,199
3855,1
3856,333
3859,133
3861,1
3867,6310847981816366759936
3868,316137386807
3869,972
3871,1307
3872,3
3873,70913
3874,204
3875,15337607231
3883,63168
3885,12
3886,8578389
3887,85
3888,4426879297
3889,1614
3890,21714
3893,1981
3894,4698298513917283
3895,96922
3900,67866426
3903,-134
3904,1458
3905,483
3906,10007855555081
3910,271
3911,22850981462
3915,-9882535497
3916,4294967297
3920,12331
3921,3412229158962042
3922,4379139096397
3923,27
3924,4960029800786772155225341952
3927,37593919534238
3928,45596031347
3929,20
3930,-1967287546643173243843772416
3931,15985543779112186
3934,52
3936,47216660348235368
3937,5
3939,0
3941,121
3942,479223649900531946046287207401945201905762304
3943,239410426123986894848
3949,21286177612465197056
3950,4419660881
3951,4
3952,194
3955,230461762437
3957,4754
3959,4306
3960,10289
3964,73
3965,64011
3967,2121899659116723876921344
3968,6045
3970,1
3971,5547395092822192128
3973,0
3974,7413
3976,15
3977,73
3979,47328
3980,10227168867118855002712752377929316096051265271061934181210652672
3981,2591
3982,4066530048
3983,3073
3985,866
3986,537
3988,30241
3991,72682848215102700419641507840
3993,3279037
3994,76
3997,8
3998,-151
4000,78176338
4002,1
4003,172956888791548
4008,1446257064289
4013,4
4014,68261
