pid	(すべて)													
														
合計 : quantity	列ラベル													
s00040	10.3523	12.775	13.2154	13.6559	20.2636	22.4664	15.8588	18.502	14.7573	13.6561	12.5548	11.8944		179.952
s00041	21.365	18.2815	9.9119	14.0965	16.5197	13.2158	15.4183	11.8942	13.6563	15.4183	16.0792	17.6209		183.4776
s00042	15.1979	18.0615	17.1804	12.1144	19.3829	20.0435	19.3827	18.2817	16.9598	16.0789	13.4359	20.264		206.3836
s00043	16.2993	17.6209	13.8764	19.3826	27.3119	28.4136	21.1449	26.6512	30.3959	33.6992	40.0869	32.8185		307.7013
s00044	10.7927	13.8764	12.9953	10.5725	25.5499	19.3828	19.603	17.841	31.2765	27.312	43.8313	29.5146		262.548
s00045	14.9776	10.3523	8.5901	4.1852	22.246	21.5855	20.2638	22.9071	15.8586	29.0738	30.8361	41.6288		242.5049
s00046	5.5067	3.5244	5.7271	5.5066	10.3525	11.674	10.3527	9.9122	9.9122	14.7575	16.0794	20.4846		123.7899
s00047	6.1675	9.0307	7.2687	4.6256	14.317	21.5852	23.1272	30.1754	28.1928	25.7699	34.5805	40.7474		245.5879
s00048	12.7755	14.0966	12.5549	7.2688	18.9423	18.9426	9.6918	14.0971	14.3169	17.1806	32.5982	39.6464		212.1117
s00049	9.4713	5.7266	6.828	7.7091	19.1626	31.7169	25.5498	27.0919	20.4841	20.7043	24.0087	27.3121		225.7654
s00050	12.1143	9.2512	7.9295	7.9292	10.7929	16.2996	16.7396	21.365	12.1148	11.0134	10.5725	12.3348		148.4568
s00051	13.4358	15.8587	25.9904	29.7347	42.0689	50.8792	48.4564	40.5274	44.2722	45.3729	67.8393	55.725		480.1609
s00052	21.8055	24.0081	23.5675	16.5196	23.788	21.8056	16.5192	16.7399	16.9599	66.7377	82.8165	91.8468		423.1143
s00053	16.7397	12.9953	16.2992	15.1979	21.1448	29.0738	21.8055	23.5677	24.4489	25.9906	31.7169	33.699		272.6793
s00054	18.0612	25.7699	18.7218	22.9068	31.0564	24.4487	25.55	27.0921	27.5324	32.8186	45.3734	26.6518		325.9831
s00055	25.77	34.3602	29.2943	23.7876	47.1347	65.6358	52.2007	64.3147	56.3856	50.8792	85.239	73.3449		608.3467
s00056	34.3597	37.6637	29.955	26.8715	35.9018	37.0034	35.6814	28.8541	35.6818	36.7828	48.0158	62.1123		448.8833
s00057	32.8182	46.2535	44.2715	40.3069	63.2134	61.0109	62.1119	51.9803	59.9097	80.3933	92.287	90.5251		725.0817
s00058	51.3195	54.8437	35.2411	29.2943	61.6715	62.5528	44.9325	66.7376	66.7376	81.0542	100.4369	102.6391		757.4608
s00059	26.8715	26.2107	24.669	23.7881	42.9501	40.7473	31.7174	42.9502	47.7958	67.6185	61.8926	65.4162		502.6274
s00060	36.5626	43.6104	46.6942	46.6944	54.4034	61.4513	60.5703	64.9756	75.1073	77.3099	82.376	85.8995		735.6549
s00061	19.8234	21.8054	16.9602	13.6562	20.0437	22.6868	21.365	24.8893	27.3123	42.5097	44.9327	42.5098		318.4945
s00062	46.9142	63.8741	47.7954	33.0384	50.2184	50.8789	42.5089	54.4032	66.7374	71.583	83.036	52.6414		663.6293
s00063	92.9478	87.2209	86.7806	67.178	76.8692	103.5199	104.6209	90.966	92.2872	123.3424	145.3683	153.7386		1224.8398
s00064	46.2536	48.016	35.4614	37.0031	54.8436	53.9628	59.6895	64.0948	70.7021	83.697	82.1554	89.8644		725.7437
s00065	33.0386	37.8842	38.5449	34.3602	47.3554	42.7298	38.7653	29.0741	27.7524	49.5572	55.064	65.8561		499.9822
s00066	40.3066	56.3852	57.2663	48.2359	77.9703	94.9298	88.7631	84.1375	111.4493	135.8975	147.571	147.1307		1090.0432
s00067	49.117	61.0105	46.2539	44.7121	62.3322	70.4819	71.1424	68.2794	83.0366	98.0136	128.8495	136.3379		919.567
s00068	35.4615	41.1878	38.9854	33.4789	70.9219	81.0541	64.3148	67.3984	57.2665	67.8384	74.0061	77.0899		709.0037
s00069	23.1267	26.2108	24.4488	18.9424	49.998	56.8261	48.6768	52.8614	47.1348	51.0992	68.2794	51.9805		519.5849
s00070	42.0688	55.284	33.9193	31.7169	52.6411	41.4084	37.8841	48.6766	55.5045	71.3629	67.3979	50.8792		588.7437
s00071	48.236	46.6943	37.2236	31.717	56.1652	75.9884	80.3935	75.1073	87.882	104.8415	125.1051	114.9733		884.3272
s00072	25.1094	28.4131	21.8054	19.8231	35.0209	38.1042	44.9325	43.6108	58.8085	63.2132	81.495	65.6364		525.9725
s00073	24.008	27.3118	27.3119	21.5853	36.1223	49.1171	40.7473	36.783	44.9326	51.3197	53.9628	51.9803		465.1821
s00074	32.598	41.6288	40.307	26.6512	49.1171	75.9883	65.8563	72.244	68.4996	61.0107	83.2566	73.3453		690.5029
s00075	16.2989	22.466	19.8231	14.0965	25.77	26.8713	25.1096	38.5447	53.5219	54.4031	83.0361	67.8388		447.78
s00076	11.8941	22.0257	20.0433	22.6864	35.0209	39.2059	38.5447	33.6994	44.7123	56.1653	49.5575	56.6059		430.1614
s00077	22.246	21.8056	16.7396	11.0132	20.2637	19.1626	18.0611	26.2108	23.3477	33.9195	41.8487	34.1402		288.7587
s00078	25.1092	33.4789	19.3825	24.2286	35.2412	33.2588	39.2055	35.241	40.9677	38.5452	45.3729	42.9501		412.9816
s00079	24.008	25.5498	22.6865	16.7397	37.8842	48.2362	32.8182	36.7831	41.8487	42.9501	83.4772	58.808		471.7897
s00080	70.041	73.1246	49.7776	38.7648	72.0237	106.6036	100.8767	87.882	105.5021	114.092	112.9909	112.9909		1044.6699
s00081	18.5015	22.0258	22.466	20.4844	36.1221	46.6945	47.7958	44.9325	45.8133	42.0686	46.2543	36.5628		429.7216
s00082	53.5219	57.7072	38.5446	36.7825	56.3855	72.9045	55.7244	75.9883	67.3981	88.5429	118.9375	112.5504		834.9878
s00083	45.5931	50.4388	47.5751	27.312	70.4818	92.5071	86.5601	96.9121	96.4717	122.682	178.186	145.8086		1060.5284
s00084	42.0689	52.8613	37.4435	28.8539	36.1219	40.7474	41.188	44.2713	44.4921	45.8134	54.4037	59.4689		527.7343
s00085	54.8435	57.927	49.1169	49.337	63.2133	76.4283	80.3933	86.5603	95.811	107.7044	103.5198	96.6923		921.5471
s00086	26.2104	20.2638	22.2457	20.9243	24.8889	45.3729	40.5272	48.0155	46.6942	79.7325	87.4414	83.9176		546.2344
s00087	40.307	54.403	41.6282	32.598	67.178	72.6839	68.4993	68.72	75.5478	88.5425	119.8186	73.1245		803.0508
s00088	19.6031	19.8229	12.3343	8.3698	19.603	26.2107	21.1448	23.7879	30.3956	24.6691	40.3069	27.312		273.5601
s00089	31.0562	24.6687	15.418	19.8233	25.1095	27.5321	32.8181	35.021	8.1495	12.1145	96.6922	64.3149		392.718
s00090	31.4969	29.5144	26.4308	25.9902	42.9496	37.664	51.7602	48.6764	57.0458	61.6715	81.0541	73.7854		568.0393
s00091	44.9325	56.6057	46.6941	28.6337	75.768	88.7628	73.3447	76.2084	73.5654	72.6845	120.4796	74.2264		831.9058
s00092	24.889	24.8886	30.6156	24.0079	43.6112	46.2543	45.1527	42.7301	52.8615	51.0996	54.4033	53.3027		493.8165
s00094	37.664	36.3426	32.818	32.5979	55.5047	54.183	46.9145	56.8264	60.7908	66.5174	93.6086	99.9961		673.764
s00095	27.9726	32.8182	31.4966	31.717	68.9398	87.6618	76.6486	79.7326	71.8034	72.6846	110.5682	143.3856		835.429
s00096	17.4002	19.8232	14.5371	18.5018	23.5676	37.4438	29.0738	31.4968	16.96	79.7325	91.8467	74.8871		455.2706
s00097	55.5045	51.54	26.2104	29.5142	44.0511	51.54	53.0816	56.3857	59.9095	74.2262	80.3933	71.3633		653.7198
s00098	46.4741	35.6817	16.7399	16.74	29.2942	30.3957	23.3478	25.5502	30.8365	27.9732	43.3908	42.2895		368.7136
s00099	27.3122	27.5321	29.5144	23.3472	27.3125	21.3651	24.8896	33.0389	27.0915	54.6232	108.3653	104.8418		509.2338
s00100	44.4918	47.1346	43.1699	38.3244	54.8435	58.1475	60.5704	62.5527	70.4813	76.2082	84.5781	74.6666		715.169
s00101	36.783	50.6589	27.9727	26.8715	42.2892	46.254	47.5756	54.6233	53.0817	56.8262	70.042	60.791		573.7691
s00102	32.8182	42.0689	35.9018	29.2944	74.4463	62.5526	59.2485	58.5883	75.7681	81.0545	106.8238	90.5253		749.0907
s00103	27.0918	41.8486	34.8005	24.669	38.3243	41.6285	45.8135	42.7301	48.4564	50.2186	63.6543	81.2744		540.51
s00104	31.0563	28.6335	37.2233	49.1167	57.4864	70.482	54.183	52.8615	60.5706	63.4336	73.7862	72.6848		651.5179
s00105	20.7041	20.704	25.1097	51.9806	82.5959	86.1201	70.702	66.7375	73.7857	79.0714	89.6437	96.2515		763.4062
s00106	31.2765	36.7829	24.4485	24.8891	30.8362	61.0108	52.201	62.9931	68.0593	85.6792	89.6441	69.6006		637.4213
s00107	59.0284	51.0994	37.0034	20.4841	46.0336	70.4817	52.6412	64.3149	74.4467	81.2741	81.9351	75.3274		714.07
s00108	20.7044	23.7876	27.5319	44.0514	66.7374	69.3807	62.3324	58.368	67.1785	92.9482	95.3712	75.9884		704.3801
s00109	1.1013	1.7621	0.8811	0.6608	0.6608	2.2027	0.8812	0.4406	3.0837	2.8636	3.7445	5.5067		23.7891
s00110	31.4967	27.0913	24.0079	30.3954	41.8485	58.3677	46.0333	42.2894	36.7829	39.6462	41.1877	62.1123		481.2593
s00111	46.6941	52.641	42.9498	30.1752	57.707	76.6488	60.1297	62.5524	61.4517	66.958	60.7905	72.2441		690.9423
s00112	33.2587	26.8715	29.0737	17.6204	53.0814	53.5221	39.6456	52.4207	51.9804	57.927	84.5783	81.4944		581.4742
s00113	50.6585	54.1828	48.4565	48.4564	57.9272	52.6412	55.2842	51.7604	57.9274	65.6364	77.7503	82.5954		703.2767
s00114	4.8457	7.9292	8.3698	7.2684	12.7748	22.9066	24.4484	28.1928	35.2408	48.8967	51.9806	46.474		299.3278
s00115	20.2636	27.0914	25.5499	36.5623	53.5227	72.2438	70.4819	77.0894	66.9579	69.1604	94.9303	98.014		711.8676
s00116	10.5726	5.7268	6.1673	11.4536	13.6563	14.537	19.8233	24.008	19.8233	25.9904	19.603	23.1268		194.4884
s00117	43.3904	41.4081	35.9019	27.5321	53.7426	64.3148	55.2843	70.2612	72.4644	74.4464	105.282	79.2927		723.3209
s00118	14.7572	16.2992	14.3166	10.132	20.0435	28.4131	27.7523	26.6511	30.1752	48.6766	51.76	40.7476		329.7244
s00119	18.0611	23.5675	18.2816	15.6384	33.4792	34.1401	27.9728	35.4612	42.51	53.9626	64.0945	50.2183		417.3873
s00120	12.3346	10.3521	13.8762	14.537	18.9422	20.0436	19.8233	19.6031	26.4311	34.5807	43.3908	33.7		267.6147
s00121	10.132	22.6863	20.4839	12.9954	35.2414	63.6542	31.0565	26.6514	32.8187	42.9503	55.9452	48.6772		403.2925
s00122	27.9725	42.0687	36.7827	25.3295	24.2283	30.3954	28.8538	41.4081	38.7652	41.6284	54.4036	51.7604		443.5966
s00123	35.9018	36.1224	24.669	21.5853	44.2718	46.9148	43.1706	55.9454	53.963	55.064	73.7862	72.2439		563.6382
s00125	13.436	20.704	12.3346	11.4538	21.5855	12.7754	12.9956	24.8896	73.5653	75.3276	75.1078	51.0993		405.2745
s00126	25.7701	31.2767	24.6689	23.3474	37.6637	35.6817	41.8485	44.7123	51.9809	66.2969	72.6846	79.0719		535.0036
s00127	10.1321	19.3827	14.5372	11.6737	16.5197	21.8056	17.6207	22.4663	24.8891	30.3955	35.682	30.6164		255.721
s00128	64.0945	96.2513	70.2615	72.6843	111.6692	99.7757	117.176	116.2942	126.6464	103.5196	144.7074	187.8776		1310.9577
s00129	34.5805	36.7827	30.175	25.3296	47.3551	57.0464	51.5399	44.2717	51.3198	52.2006	68.4993	53.0815		552.1821
s00130	51.0994	49.5575	29.9549	18.722	36.1223	35.902	33.4793	27.0918	32.8184	36.3427	38.3252	29.2949		418.7104
s00131	55.5043	51.9801	44.4916	38.3246	54.6234	62.7728	66.9577	72.9044	68.9404	67.8389	90.9656	83.9175		759.2213
s00132	18.2815	19.6028	19.6028	13.2155	26.431	34.8009	29.9552	26.6513	31.7172	33.9199	27.9732	27.0926		309.2439
s00133	37.2231	49.3373	35.241	33.9195	68.059	63.8743	65.636	95.1502	94.0492	94.4892	129.0693	150.2143		916.2624
s00134	19.603	19.6032	22.9069	16.7398	39.8665	44.9324	39.2055	42.9499	66.0765	87.0005	95.15	56.8258		550.86
s00135	37.0031	42.7295	31.0564	34.36	48.0158	47.5755	50.2184	55.5042	64.5348	61.6721	87.4415	82.1557		642.267
s00136	59.0287	49.3374	47.355	39.8663	50.2187	49.3376	50.4384	57.2667	52.4209	68.0591	93.8288	96.4719		713.6295
s00137	16.0789	12.9953	5.727	9.4712	15.1978	12.1146	7.2686	9.2507	8.3697	9.9116	22.6867	33.0386		162.1107
s00138	5.5065	5.5064	5.7266	6.6076	12.9951	8.8103	16.7396	9.0306	8.5903	13.8764	20.0438	22.0267		135.4599
s00139	7.4889	9.0306	7.7092	6.3874	19.1623	14.7572	12.7751	11.4534	10.7926	11.233	13.4357	22.246		146.4714
s00140	5.727	9.0309	7.9298	13.2155	14.5371	14.7574	8.5904	10.5727	8.5903	8.1499	16.0796	12.9956		130.1762
s00141	2.8634	3.5242	4.8456	3.0836	8.3698	7.9294	9.251	12.9951	7.2686	10.5723	22.4662	15.6382		108.8074
s00142	9.4712	11.2334	7.7093	9.4715	9.6917	8.3703	6.6082	11.6738	20.2636	18.5017	16.0796	28.4134		157.4877
s00143	15.1977	12.1145	9.6915	11.2333	17.841	16.5197	22.2463	23.1273	21.3652	20.9249	17.6215	19.1627		207.0456
s00144	7.9297	5.727	3.0837	1.9826	6.8284	5.0663	7.0486	8.5902	7.0484	6.8283	11.6742	10.5726		82.38
s00145	21.3653	24.4487	14.7575	14.7575	24.6692	27.5325	29.0742	35.6817	31.9371	24.8894	36.3428	38.3248		323.7807
s00146	13.6562	10.793	9.2511	7.2688	14.0967	16.7395	13.2158	11.8941	13.2156	12.5551	22.4664	24.0082		169.1605
s00147	8.3702	11.2334	6.1676	6.1675	14.9776	13.6563	15.1979	16.2994	7.7093	16.7399	24.0084	16.9601		157.4876
s00148	4.4052	8.3698	9.6915	7.2686	11.8942	22.6865	14.9774	12.3345	12.775	12.3346	14.317	20.7043		151.7586
s00149	15.8587	18.7221	18.0614	13.6562	22.2463	23.7878	24.8894	20.4844	19.6032	21.1449	21.5852	24.8896		244.9292
s00150	11.6737	4.8459	2.8635	2.2027	8.5902	10.7929	17.4007	20.7043	19.1627	17.621	23.7882	20.2642		159.91
s00151					9.4713	0.8811		4.1849	3.3039	1.3217	15.8585	16.0786		51.1
s00152											5.2863	10.3528		15.6391
s00153	18.0613	10.5726	9.2508	9.9116	16.079	8.8106	6.6078	9.9117	10.1321	8.1495	15.1978	20.0437		142.7285
s00154	21.8052	24.0078	13.6558	13.2155	18.2812	16.9601	13.8763	11.6739	9.4711	28.8535	40.7472	32.3779		244.9255
s00155	3.304	9.0307	4.8458	4.6256	16.9602	13.8764	10.132	11.0134	5.9472	13.2157	13.4361	13.8765		120.2636
s00156	3.0837	6.8281	3.5242	4.8457	11.6738	6.8282	2.8636	3.304	1.1014	8.8104	22.2464	17.8413		92.9508
s00157	14.0964	21.1446	11.2335	13.656	20.9245	20.2641	20.2638	23.3472	27.312	31.4971	37.2233	38.325		279.2875
s00158	16.5194	17.1802	15.1981	7.2687	19.8232	25.5499	18.0614	16.5197	21.5851	26.6513	32.5977	38.7653		255.72
s00159	2.4228	0.8811	1.3216	4.4053	10.1319	7.0485	12.7749	12.5549	8.5901	10.7927	14.0967	11.2335		96.254
s00160	9.9116	11.0129	8.5905	7.7094	12.1143	15.198	15.1983	20.4842	16.5197	14.537	10.573	11.2337		153.0826
s00161	14.537	21.1444	17.4003	11.6739	19.6031	11.6737	14.9774	15.8587	9.4713	7.4888	10.3522	10.5723		164.7531
s00162	14.0968	11.6742	11.6741	8.8104	29.2944	25.3294	25.7698	24.8891	19.8236	16.96	23.3475	24.2285		235.8978
s00163	8.1498	10.1319	7.9296	8.1501	12.9955	14.0967	11.6742	18.2816	16.2993	9.2511	21.8057	16.2996		155.0651
s00164	8.1496	9.2512	9.6914	8.1497	9.912	16.9601	14.5374	13.2158	19.6028	18.7224	17.4007	17.8412		163.4343
s00165	10.7927	12.775	9.9118	9.6913	16.96	21.8057	15.6387	22.2461	20.4841	20.264	25.3299	29.9554		215.8547
s00166	12.9953	7.2688	9.4711	8.3698	15.4181	19.3826	12.9954	19.8233	18.7221	17.6209	16.7402	20.484		179.2916
s00167	7.2685	1.1013	3.0837	3.7445	8.3701	14.9778	14.3168	16.9603	14.7576	18.7221	21.5856	20.0438		144.9321
s00168	27.7523	22.2461	21.3651	22.2459	32.378	33.4791	38.3247	42.0692	34.1401	50.2188	48.2365	61.2314		433.6872
s00169	6.8279	9.4711	9.471	7.7091	21.8054	30.1754	23.127	26.4314	21.3648	23.127	22.6868	34.14		236.3369
s00170	3.9646	8.5899	9.2508	5.7267	9.4712	9.2506	4.8457	8.8102	7.4888	6.1672	20.4839	26.2106		120.2602
s00171	10.7926	7.2686	6.1674	13.6562	26.651	24.8893	20.4845	18.722	22.6868	21.3651	26.2109	25.1097		224.0041
s00172	13.8765	9.912	13.2157	8.1497	8.5903	14.5372	12.1144	9.6917	12.5549	12.335	12.5552	11.8944		139.427
s00173	10.7927	8.8103	5.947	6.6078	12.9953	30.1751	29.5143	29.5143	30.8361	34.8005	41.6286	44.9329		286.5549
s00174			1.5419	3.0836	8.8106	1.3217	1.3216	5.0658	4.6253	6.828	14.7574	17.841		65.1969
s00175	8.1497	11.013	11.4538	11.0128	24.0084	20.9249	19.3831	24.8894	19.3827	18.5022	18.5023	25.5506		212.7729
s00176	18.0611	11.4537	12.5547	13.8762	15.8586	24.8892	16.96	18.2815	18.502	19.3828	26.2111	31.9376		227.9685
s00177	10.7927	6.3878	8.5901	8.1496	13.8763	24.2285	26.431	26.431	27.5327	22.2462	24.8893	25.9908		225.546
s00178	6.1673	5.9471	5.7269	9.0304	29.2942	28.1927	23.127	22.4662	14.978	20.0434	33.4789	29.5145		227.9666
s00179	12.9953	14.3169	11.2334	11.674	18.7221	26.8716	25.1094	31.0565	22.9069	24.0081	20.484	19.1625		238.5407
s00180	5.7269	6.8283	4.8458	8.8104	10.5725	11.6741	10.5726	19.383	15.6388	25.5502	29.9553	22.4665		172.0244
s00181	16.0786	15.418	10.7928	12.3345	25.5498	23.7878	20.484	19.8232	12.7753	16.5194	19.6032	19.1626		212.3292
s00182	20.484	27.5318	32.3776	20.0435	33.9197	36.5625	35.6818	40.9678	43.1702	37.0032	41.8495	45.1528		414.7444
s00183	4.4054	7.0485	6.3877	8.1498	10.7931	10.1321	7.489	9.2511	4.4055	6.6082	9.0308	11.8943		95.5955
s00184	7.9296	7.0483	2.6433	4.1851	6.608	4.8458	4.6255	6.3879	11.6739	12.9956	15.1978	13.6562		97.797
s00185	27.0914	26.8713	29.7347	22.4665	29.7346	30.6155	26.2105	25.55	26.4309	27.532	40.0867	31.2764		343.6005
s00186	14.9777	14.537	11.4536	8.8107	19.3828	16.7399	10.793	11.6739	16.0791	13.216	17.4008	27.3123		182.3768
s00187	7.489	11.6739	7.4891	9.4712	14.7575	6.6079	7.7094	8.1495	9.2514	11.6746	16.0794	14.097		124.4499
s00188	8.1498	6.3873	5.7269	4.6255	15.418	15.1979	17.4004	17.8409	19.3831	22.4662	26.2112	27.3119		186.1191
s00189	7.9296	7.4888	8.1499	9.031	17.6207	18.502	20.264	22.4666	20.044	19.8234	30.3956	26.6513		208.3669
s00190	11.6738	8.8106	7.0483	7.2685	14.7577	11.2333	7.2686	3.5243	3.3039	18.2814	21.3654	16.74		131.2758
s00191	27.7526	24.0082	9.9118	2.4231	19.1625	38.7654	21.8055	21.8055	14.9776	14.9776	30.1752	23.3474		249.1124
s00192	8.5901	39.2056	11.0128	10.5724	23.5674	24.6688	23.7877	27.5322	23.7875	25.7702	39.8668	38.9858		297.3473
s00193	17.6207	22.4661	17.6209	13.4358	33.479	40.7476	40.7474	38.7653	45.1526	34.14	48.2368	35.6818		388.094
s00194				11.4534	22.0256	17.1801	14.9778	29.5145	19.6034	21.5854	25.33	31.4969		193.1671
s00195	8.8103	6.608	9.0305	5.7267	11.2333	25.7699	18.7221	16.7396	14.317	11.4537	11.2332	19.6031		159.2474
s00196	15.1978	12.5547	11.6736	10.132	22.2462	27.3121	26.6512	31.2763	18.7217	22.6866	32.5981	32.8186		263.8689
s00197	12.3344	9.0308	11.0131	8.8103	16.0789	20.0437	19.1626	15.8588	20.0435	17.6208	26.2109	29.0743		205.2821
s00198	13.436	22.2459	14.3167	13.656	14.7574	12.1142	12.9951	16.5193	16.9597	14.5371	25.3293	25.7703		202.637
s00199	6.6079	9.4713	14.3169	13.6561	9.6913	7.9295	14.7574	17.1801	12.5548	14.9776	22.9068	18.5019		162.5516
s00200	7.2686	9.4711	6.6078	8.1494	15.1978	19.1623	17.4004	16.7395	14.9776	34.8007	39.8666	36.7832		226.425
s00201	12.3347	12.3345	11.2332	9.2508	13.6566	15.6388	14.5372	13.6562	11.4535	23.788	31.4972	29.2946		198.6753
s00202	11.0131	5.5066	6.8279	4.4055	5.7268	11.8941	12.3345	14.317	12.9957	21.1447	25.1097	22.9071		154.1827
s00203	12.1144	15.6382	21.1447	27.7525	36.1219	48.0161	49.1173	33.6996	31.0564	29.5149	38.9859	43.3906		386.5525
s00204	7.4888	8.1496	2.8634	8.5901	20.0431	15.418	14.7575	13.2159	13.6562	12.5548	22.4664	29.2947		168.4985
s00205	13.2155	14.3171	8.8107	7.0485	7.4891	9.0309	7.0486	10.7928	9.6919	12.9956	16.2995	16.7401		133.4803
s00206	13.2154	19.6029	15.8589	15.4181	26.2107	25.77	18.2815	16.9597	19.6033	24.6688	31.2765	40.307		267.1728
s00207	15.8588	21.145	14.0966	14.5372	22.9069	25.9906	24.0083	25.5501	26.4308	27.5322	30.6161	38.7656		287.4382
s00208	11.894	12.3346	9.0308	9.2509	6.3878	16.5196	11.8941	20.7048	15.4185	16.2993	18.2816	21.5853		169.6013
